source,user_name,review_description,review_date
Google Play,Pengguna Google,"Udh masukin pasword dan id tp pas log in tetep ga bs d buka. Mempersulit aja ini, kt mau check rek d myBCA pasword udh bnr dan ga mgkin sy lupa berkali2 ttp ga bs masuk. Tlg dong jgn mempersulit",2024-10-27 02:40:28
Google Play,Pengguna Google,Knp klo abis di abgred susah masuk ke menu dan lemot dari pertama download cepet,2024-10-27 02:28:57
Google Play,Pengguna Google,tolong diperbaiki untuk kota cirebon kenapa tidak ada kecamatan Kesambi saya jadi gabisa buat rekening!!!!,2024-10-27 02:19:24
Google Play,Pengguna Google,Puas,2024-10-27 02:16:55
Google Play,Pengguna Google,❤️❤️❤️,2024-10-27 02:04:57
Google Play,Pengguna Google,Mantap,2024-10-27 01:40:35
Google Play,Pengguna Google,Menarik. Mudah digunakan,2024-10-26 23:41:53
Google Play,Pengguna Google,Sangat bagus,2024-10-26 22:30:34
Google Play,Pengguna Google,Sering keluar sendiri saat mau reset password,2024-10-26 19:52:16
Google Play,Pengguna Google,Mantap respon di hallo BCA juga sangat ramah dan pelayanan super cepat dan baik makin nyaman menggunakan BCA semoga BCA ke depan nya lebih maju lagi dan sukses,2024-10-26 15:54:55
Google Play,Pengguna Google,Terima kasih panduan untuk menonaktifkan Aksesibilitasnya supaya dapat membuka aplikasi MyBCA. Luar biasa cepat respon pelayanannya. Aplikasi versi 1.28.1 berjalan mulus di Android 12,2024-10-26 15:25:52
Google Play,Pengguna Google,Cukup membantu...👌👍,2024-10-26 15:16:27
Google Play,Pengguna Google,"Baru kemarin di update masak udah suruh update lagi, m-banking ana dulu hampir gk pernah suruh update"" menyesal kalau kayak gini mending lamai m-banking aja gk makan banyak memori,tgl 18 Oktober 2024 baru aja di update skrg sudah suruh update lagi",2024-10-26 14:19:41
Google Play,Pengguna Google,Gajelas malah keblokir wkwk pulsa kepotong abis ga dapet apa apa,2024-10-26 13:41:43
Google Play,Pengguna Google,"Udah selesai daftar pas mau login balik lagi ke awal masukin no hp dll,,",2024-10-26 12:48:13
Google Play,Pengguna Google,Sangat membantu 👍,2024-10-26 12:26:43
Google Play,Pengguna Google,Saya tidak bisa masuk ke my BCA mentok ke login aja,2024-10-26 12:11:51
Google Play,Pengguna Google,Ok,2024-10-26 11:57:00
Google Play,Pengguna Google,AKSESIBILITAS AKSESIBILITAS APAAN SI GOLOBK?!! GAADA QC KAH PAS MAU DEPLOY KE PROD?!! LO KALO UPDATE TERUS NGEBUG YA BENERIN DONG!!,2024-10-26 11:56:27
Google Play,Pengguna Google,"Ketika menu Aksesibilitas aktif, tidak bisa masuk",2024-10-26 11:25:25
Google Play,Pengguna Google,Sangat membabtu,2024-10-26 11:16:33
Google Play,Pengguna Google,"★★★★★ Aplikasi ini sudah bagus. Saya lebih senang pakai ini, tapi saya juga tetap pakai BCA Mobile. ★★ SARANKU PAYLATER BISA DIBAYAR SENDIRI BEGITU TAGIHAN KELUAR TANPA HARUS NUNGGU DI DEBET OTOMATIS tiap tanggal 26...!",2024-10-26 10:24:00
Google Play,Pengguna Google,Top,2024-10-26 10:11:43
Google Play,Pengguna Google,ok sudah bisa kebuka aplikasinya 🙏,2024-10-26 10:06:31
Google Play,Pengguna Google,Kenapa setelah di update tidak bisa di buka dan aplikasinya force close terus,2024-10-26 09:36:29
Google Play,Pengguna Google,"kok bikin kesel setelah di upgred mlah gk bisa dibuka,nyesel bgt",2024-10-26 08:30:29
Google Play,Pengguna Google,Saya tidak bisa akses login myBCA. Tertulis harus mengaktifkan aksesibilitas? Apakah benar? Terima kasih,2024-10-26 08:30:25
Google Play,Pengguna Google,Setelah di update jadi tidak bisa dibuka aplikasinya,2024-10-26 08:10:52
Google Play,Pengguna Google,"Aplikasi simple, dan memuaskan",2024-10-26 07:36:33
Google Play,Pengguna Google,Bagus,2024-10-26 06:28:49
Google Play,Pengguna Google,"Mempermudahkan semuanya, .. Moga my bca sllu kasi yg trbaik .",2024-10-26 05:15:13
Google Play,Pengguna Google,Gila udh ampir 10thn jd nsabah BCA giliran ngajuknn pay later malah ditolak,2024-10-26 05:08:42
Google Play,Pengguna Google,Bca bank mantap dan sukses terus,2024-10-26 04:11:43
Google Play,Pengguna Google,"Notifnya lambat ya masuknya?tolong diperbaiki donk,khususnya jika menerima transferan",2024-10-26 04:00:05
Google Play,Pengguna Google,Sangat mudah di gunakan bagus tapi ga ada pitur buat top up e wallet coba kalu ada lebih jos,2024-10-26 02:51:16
Google Play,Pengguna Google,Good,2024-10-26 02:44:58
Google Play,Pengguna Google,"Update nya jangan keseringan, seminggu bisa 2 kali update",2024-10-26 02:06:34
Google Play,Pengguna Google,Punya saya ga bisa masuk. Gara2 versi terbaru. Harus menonaktifkan aksebilitas. Padahal tidak ada yg aktif,2024-10-26 01:49:46
Google Play,Pengguna Google,Tidak bisa nerima otp Udah berbulan bulan di coba,2024-10-26 01:24:27
Google Play,Pengguna Google,"Mantab, mudah,gak ribet",2024-10-26 00:48:31
Google Play,Pengguna Google,Kasih notif kalo m banking offline.,2024-10-26 00:11:26
Google Play,Pengguna Google,Fitur lebih lengkap,2024-10-25 23:25:48
Google Play,Pengguna Google,"- Force close. Tertanggal sekarang + Permasalah sebelumnya sudah teratasi, Thanks",2024-10-25 22:09:48
Google Play,Pengguna Google,Ga guna,2024-10-25 20:52:11
Google Play,Pengguna Google,"kenapa setelah saya update ke versi terbaru, ketika saya login selalu mental (force close apk) ??? sudah saya uinstal app, dan instal lagi hasilnya nihil !",2024-10-25 15:52:09
Google Play,Pengguna Google,"Apknya bagus, cuman kalo bisa ditambah fitu darm mode",2024-10-25 14:59:52
Google Play,Pengguna Google,"Saya masukkan dana dari aplikasi Lalamove ke myBCA , kenapa saldonya berkurang ??? Ditengah bulan tiba2 ada biaya admin tanpa ada transaksi ???",2024-10-25 13:37:05
Google Play,Pengguna Google,Notifikasi rekening masuk tapi saldo nya ga masukk gimana sih ni,2024-10-25 13:33:05
Google Play,Pengguna Google,Sangat baik dan mudah dipergunakan nya,2024-10-25 13:21:53
Google Play,Pengguna Google,"Sangat merepotkan tidak bisa di buka,di suruh nonaktivkan aksesibilitas padahal sudah tidak aktiv tapi tetap saja harus di non-aktifkan aksesibilitas padahal statusnya tidak aktiv",2024-10-25 13:17:17
Google Play,Pengguna Google,Setelah di update nggak bisa dipake Code otp tidak masuk sejak 3hati yg lalu😡,2024-10-25 12:21:48
Google Play,Pengguna Google,"Verifikasi sms berbayar dan verifikasi wajah yang kadang sangat sulit sehingga harus vidcall, dan adanya masalah aksesibilitas, masa hanya karna aplikasi sdm*id aksesibilitas on aplikasi force close. Saran saya ada opsi kirim email untuk verifikasi perangkat, bukan sms dan untuk verifikasi wajah diberi pembatas wajah agar lebih mudah",2024-10-25 10:38:11
Google Play,Pengguna Google,Update terbaru tidak bisa dibuka karena aksebilitas,2024-10-25 10:24:35
Google Play,Pengguna Google,Setelah 4 hari gak bisa akses Meskipun sudah bongkar pasang aplikasi Akhirnya skrng udh bisa Ternyata karena fitur aksesibilitas hp fi aktifkan jadi gk bisa login ke aplikasi Setelah di nonaktifkan akhirnya normal kembali,2024-10-25 09:59:24
Google Play,Pengguna Google,Terbaik saat ini,2024-10-25 09:33:19
Google Play,Pengguna Google,"Aplikasi BCA Mobile dan myBCA nya ke force close terus, gaada solusi juga mending gausa di update deh kalo gini nyusahin pengguna aja 😒",2024-10-25 09:18:43
Google Play,Pengguna Google,MANTAP,2024-10-25 09:14:55
Google Play,Pengguna Google,"Kenapa jadi ikut ribet juga seperti BCA Mobile? Kok jadi ngurusi aksesibilitas perangkat handphone juga? Padahal aplikasi perbankan yang lainnya ga sampai segitunya. Please balikin ke pengaturan yang lama saja deh. Ini sangat menyusahkan banyak nasabah BCA yang masih membutuhkan fitur aksesibilitas di handphonenya. Sorry, harus kasih rating satu karena kurangnya pemahaman terhadap kebutuhan nasabah mobile.",2024-10-25 07:30:11
Google Play,Pengguna Google,Eror mau masuk nda bisa,2024-10-25 07:25:23
Google Play,Pengguna Google,Padahal Aksesibilitas sudah non aktif msih aja ga bisa masuk kedalam aplikasinya,2024-10-25 05:34:22
Google Play,Pengguna Google,oke,2024-10-25 05:33:25
Google Play,Pengguna Google,gabisa di buka hadeh,2024-10-25 04:39:11
Google Play,Pengguna Google,Suka sekali,2024-10-25 04:25:47
Google Play,Pengguna Google,"User interface & menunya kurang friendly, tdk tersedia menu untuk top up e-wallet langsung & kalau mau topup2 / bayar masih harus daftar manual di menu Transfer - Virtual Account, & harus cari kodenya dulu di google, ini tidak praktis! masih tertinggal dr Livin, brimo, bale & wondr. sekelas bank BCA harus terus inovasi seperti kompetitor bank Bumn.",2024-10-25 04:21:50
Google Play,Pengguna Google,Serbaguna poko nya deh Gx bakal nyesel km dwonload juga,2024-10-25 04:10:57
Google Play,Pengguna Google,"Bca mobile ga prnh ada kendala d setor tunai tnpa kartu, my bca kendala mulu tiap mau setor tunai, tiba2 apk kluar sndri",2024-10-25 03:50:19
Google Play,Pengguna Google,"My BCA makin jelek aja, kode otp ga ke kirim, mana nyalahin user Mulu padahal user udah ngikutin arahan, aplikasi nya makin lemot, suka sering eror lagi, jelek banget sumpah my BCA sekarang",2024-10-25 03:41:59
Google Play,Pengguna Google,Aplikasi ajing yg sangat buruk sering keluar susah masuk lagi harus datang ke cabang menyita waktu bekerja. BCA babi,2024-10-25 03:28:02
Google Play,Pengguna Google,"Sayang sekali, padahal sebelumnya semua lancar² aja, kenapa sekarang harus non-aktifkan accessibility? Padahal aplikasi di hp kan banyak bukan cuma myBCA. Sungguh merepotkan.",2024-10-25 03:26:43
Google Play,Pengguna Google,Ok,2024-10-25 03:23:16
Google Play,Pengguna Google,Baik,2024-10-25 03:12:39
Google Play,Pengguna Google,Knp semenjak mke my bca buka aplikasi ny g mau masuk mnding yg dlu g ada kendala lho,2024-10-25 02:00:47
Google Play,Pengguna Google,Oke,2024-10-25 01:30:36
Google Play,Pengguna Google,Selamat pagi kak Mohon bantuannya aplikasi My BCA saya kok mental terus gk bisa login,2024-10-24 23:50:46
Google Play,Pengguna Google,MANTAAAP,2024-10-24 23:05:08
Google Play,Pengguna Google,"apasi tiap' ke potong mulu duit gue,gada penjelasan tiba'ilang anj9",2024-10-24 22:19:06
Google Play,Pengguna Google,Kurang Puas,2024-10-24 21:21:03
Google Play,Pengguna Google,Opsional,2024-10-24 18:39:40
Google Play,Pengguna Google,"Aplikasi gak bisa dipakai, Padahal udah enak² pakai apikasinya, Bank sebelah enak juga transaksinya, jd pindah deh",2024-10-24 18:08:46
Google Play,Pengguna Google,"Terimakasih,sudah tau titik problemnya kenapa ga masuk masuk.. Alhamdulillah sudah normal kembali",2024-10-24 17:32:11
Google Play,Pengguna Google,Kok sering close sendiri ya,2024-10-24 16:40:38
Google Play,Pengguna Google,Banyak yang force close di versi terbaru. Lapor udah tapi masih sama. Mendingan kemarin ngga usah di update.,2024-10-24 16:14:03
Google Play,Pengguna Google,"Cuman ngasih otp setelah itu gagal masuk, tidak menyelesaikan masalah malah bikin ruet, yang bikin aplikasi cuman menghabiskan pulsa saja, berulang ulang kode otp terus sampai habis pulsanya tidak bisa, besuk",2024-10-24 16:13:14
Google Play,Pengguna Google,Mantap,2024-10-24 16:07:14
Google Play,Pengguna Google,V1.28.1 Kenapa ada masalah force close sekarang 🤦,2024-10-24 15:56:53
Google Play,Pengguna Google,bagus tampilanya,2024-10-24 15:45:14
Google Play,Pengguna Google,Sangat bagus sekali saat transaksi,2024-10-24 15:41:33
Google Play,Pengguna Google,"Bagus ,",2024-10-24 15:20:34
Google Play,Pengguna Google,"Knapa kalau sudah mau. Masuk terus keluar. Lagi dengan. Tiba""?",2024-10-24 15:15:51
Google Play,Pengguna Google,"parah, update versi koq msh nge bug force closed.. hubungi cs juga cm suruh nunggu. accesbility dah off jg sama aja. ITnya bs kerja gak?",2024-10-24 14:26:57
Google Play,Pengguna Google,"Tolong di update Aplikasinya , selalu di force close saat login , gak bisa di gunakan sama sekali karena selalu force close aplilasinya",2024-10-24 14:26:14
Google Play,Pengguna Google,Ini kenapa sih eror terus beberapa bulan kebelakang. Ini sekarang malah gak bisa masukmasuk selelu kelempar keluar lagi setiap login,2024-10-24 14:12:52
Google Play,Pengguna Google,TOP ....!!!,2024-10-24 14:10:07
Google Play,Pengguna Google,tar tambahin lg mau coba dulu,2024-10-24 14:07:45
Google Play,Pengguna Google,Aplikasi nya force close terus setelah update,2024-10-24 13:55:32
Google Play,Pengguna Google,"Sementara saya kasi 1 aja, aplikasi hang terus Menghambat kerjaan saja",2024-10-24 13:42:31
Google Play,Pengguna Google,Tolong gimana caranya biar saldo yang pending di BI fast BCA bisa di kembalikan 🙏 mana gak ada live chat buat konfirmasi tolonggg banget pihak BCA !!!,2024-10-24 13:34:05
Google Play,Pengguna Google,Knp sih saldo nya ko suka ke ambil aja?,2024-10-24 13:13:27
Google Play,Pengguna Google,"Mohon bantuannya admin aplikasi My BCA, Ini kenapa setelah di update aplikasi pertanggal 24 Oct 24 jam 9 pagi s.d malam jam 20:00. Aplikasi malah tidak bisa di buka, Selalu force close dengan sendirinya. Problem ini saya merepotkan saya dan merugikan saya. Mohon dibantu agar bisa segera di update lagi supaya saya bisa pakai aplikasi ini lagi. Ditunggu. Sebelumnya terimakasih, Salam Denny Putra",2024-10-24 13:08:05
Google Play,Pengguna Google,Force close Mulu,2024-10-24 13:00:13
Google Play,Pengguna Google,Update mulu perasaan 😪,2024-10-24 12:59:24
Google Play,Pengguna Google,Aplikasinya dikit2 minta update buat repot,2024-10-24 12:51:28
Google Play,Pengguna Google,Masih force closed stelah login. udah install ulang juga kendalanya sama. mohon pencerahan bosku.,2024-10-24 12:50:45
Google Play,Pengguna Google,"Aplikasi gak jelas verifikasi muka gak kebaca² padahal udah ditempat terang,,mau seterang apa lgi?masa gua harus verifikasi dibawah bulan gila lu",2024-10-24 12:44:10
Google Play,Pengguna Google,Update terbaru jadi jelek.Buka My BCA selalu force close app (aplikasi tidak dapat di buka) Harus menonaktifkan fitur Accessibility Service.Jadi agak ribet soal ada aplikasi yg lain selalu minta aksebiltas di aktifkan.,2024-10-24 12:43:06
Google Play,Pengguna Google,Di update malah keluar terus hedeh,2024-10-24 12:22:59
Google Play,Pengguna Google,"Keren""",2024-10-24 12:06:58
Google Play,Pengguna Google,"2 hari ini gak bisa login aplikasi, selalu force close. Sudah di clear cache, clear data bahkan install ulang aplikasi. Masih saja gak bisa login. Tolong berikan solusi nanti bintang saya perbaharui",2024-10-24 12:04:29
Google Play,Pengguna Google,"Update terbarunya nyusahin org, Susah login, pas login bs tiba² close sendiri",2024-10-24 11:55:56
Google Play,Pengguna Google,sebelumnya aman tiba tiba force close terus di uninstall h sekarang ga bisa login,2024-10-24 11:16:14
Google Play,Pengguna Google,"ini knp force close trs ya padahal udh update versi terbaru udh beberapa hari keluar trs klo mau login, segera ditindak deh, lumayan menyengsarakan soalnya.",2024-10-24 11:05:59
Google Play,Pengguna Google,Force close min,2024-10-24 10:42:19
Google Play,Pengguna Google,Force close mulu pas login anehh padahal lagi dibutuhin,2024-10-24 10:14:28
Google Play,Pengguna Google,Kenapa saya ga bisa masuk ke aplikasinya ?,2024-10-24 09:54:19
Google Play,Pengguna Google,"Ini kenapa sih setelah di perbarui malah error, saya jadi tdk bisa login dan akhirnya terblokir. tolonglah apk ini kebutuhan sehari² karna ada uangnya, 2 hari saya jadi tdk bisa transaksi krn setiap masuk tiba² apk nya keluar sendiri",2024-10-24 09:47:41
Google Play,Pengguna Google,Habis update malah force close,2024-10-24 09:37:50
Google Play,Pengguna Google,luar biasa keren bengat top bgt,2024-10-24 09:35:27
Google Play,Pengguna Google,Tolong donk d perbaiki ketika akun id terblokir bisa d selesai kan dg cara lain tdk melulu nelpon halo bca mana telpon halo bca mesti pake pulsa lagi 🙈,2024-10-24 09:30:26
Google Play,Pengguna Google,Setelah apdet gak bisa masuk ke menu langsung close dan keluar sendiri setelah masukin ID nya itu kenapa ya min biasa lancar² aja,2024-10-24 09:00:39
Google Play,Pengguna Google,Aduuh.. di update malah force down.. tolong dong bca,2024-10-24 08:59:06
Google Play,Pengguna Google,Sangat bagus di MyBCA transaksi mudah dan flexible,2024-10-24 08:45:43
Google Play,Pengguna Google,tidak bisa login,2024-10-24 08:45:20
Google Play,Pengguna Google,"beberapa kali sampai bosan telp halo BCA dari yang ramah sampai yang ngegasss, myBCA saya selalu muncul notifikasi untuk reset pasword dan sudah beberapa kali ganti dan reset.. masih muncul notifikasi tersebut.. ??? stelah updated.. kacau aplikasi myBCA",2024-10-24 08:24:54
Google Play,Pengguna Google,Saya Pakai Samsung S24 FE lalu membuat BCA ID dan setelah itu langsung saya Login tiba tiba keluar dari aplikasi atau Force Close. Why?,2024-10-24 08:20:41
Google Play,Pengguna Google,"Saya baru update my bca, kenapa setelah di update waktu mau login malah keluar aplikasi terus. Kok habis di update malah jelek aplikasinya",2024-10-24 08:11:05
Google Play,Pengguna Google,Hbis di update malah sekarang logout2 sendiri baik itu msuk input password maupun pake finger.. tetap ga bsa masuk. Sinyal full. Pakai WiFi juga sama saja ga bisa masuk.,2024-10-24 08:01:03
Google Play,Pengguna Google,Tiba tiba tidak BS akses mybca Krn lupa update,2024-10-24 07:59:33
Google Play,Pengguna Google,Sayang sekali untuk android versi 14 merk OPPO kok gak bisa..,2024-10-24 07:59:25
Google Play,Pengguna Google,"Hi Developer, setelah update apps tidak bisa di buka auto close terus ketika login. Saya sudah menggunakan versi terbaru 1.28.1 dan koneksi menggunakan home internet. Saya menggunakan myBCA latest version 1.28.1, bukan BCA Mobile saya rasa ini 2 aplikasi yang berbeda. Saya sudah uninstall tapi masih belum berhasil juga",2024-10-24 07:53:57
Google Play,Pengguna Google,"tolong perbaiki force close terus, jadi ga nyaman",2024-10-24 07:39:39
Google Play,Pengguna Google,Force close ckckkck,2024-10-24 07:37:01
Google Play,Pengguna Google,Dari kmrin aplikasi bca ga bsa dbuka baik my bca maupun mobile bca...aplikasi slalu keluar dgn sndrinya tiap kali d buka ....sangat kecewa sekali,2024-10-24 07:33:22
Google Play,Pengguna Google,Okk,2024-10-24 07:32:32
Google Play,Pengguna Google,"MYBCA sangatlah bagus,bisa membantu bngtt🤩",2024-10-24 07:30:09
Google Play,Pengguna Google,Habis update ga bisa login Langsung keluar sendiri,2024-10-24 07:18:36
Google Play,Pengguna Google,Mantull dah...,2024-10-24 07:17:01
Google Play,Pengguna Google,"Setelah di update, malah keluar sendiri terus. Jadi ga bisa dipakai",2024-10-24 06:55:41
Google Play,Pengguna Google,Hbs update malah close sendiri,2024-10-24 06:28:01
Google Play,Pengguna Google,"Tidak bisa loging, aplikasinya berhenti sebelum loging",2024-10-24 06:17:14
Google Play,Pengguna Google,hadehh setelah update malah force close mulu,2024-10-24 06:16:45
Google Play,Pengguna Google,"Setelah update app ke versi terbaru, aplikasi selalu force close. Setiap login baik pakai fingerprint atau password, langsung force close tolong segera di perbaiki. Hp saya realme 5i.",2024-10-24 06:14:20
Google Play,Pengguna Google,Ribet juga yah. Harus photo ktp sam selfi foto pegang ktp. Pdahal udh ada datanya hadehhh,2024-10-24 06:10:05
Google Play,Pengguna Google,Ga bs masuk,2024-10-24 06:04:46
Google Play,Pengguna Google,sebulan 2x update tpi pelayanan gk bagus hadehh... gimna sih min,2024-10-24 05:50:01
Google Play,Pengguna Google,Ini kenapa saya gagak download apk halo BCA.,2024-10-24 05:47:29
Google Play,Pengguna Google,Parah force close trus2x an.... Gak profesional blasssss!!!!! Masih tetep tidak bisa di pakai disuruh reset password setlah ganti tiba2x aplikasi tertutup sendiri uda dicoba berkali2x tetep sama aja!!!!,2024-10-24 05:46:07
Google Play,Pengguna Google,"aplikasinya saat membuat id dan password bisa, namun saat proses login mengalami force closed. mohon untuk di tindak lanjuti",2024-10-24 05:22:31
Google Play,Pengguna Google,Sudah 2 hari ini aplikasi BCA Mobile & My BCA lgsg force close saat login..,2024-10-24 05:07:20
Google Play,Pengguna Google,Terima kasih BCA,2024-10-24 05:01:01
Google Play,Pengguna Google,Mau login harus masukin nomor telepon. Tp nyri kode negara indonesia gak ada. Gimna cerotanya bca?,2024-10-24 04:55:41
Google Play,Pengguna Google,Force close terus Nggak usah banyak alasan Jaringan saya bagus penyimpanan saya masih luas,2024-10-24 04:47:18
Google Play,Pengguna Google,"Sudah bagus, tapi kemapa di device saya, setting biometriknya udah hidup, tpi tiap masuk pakai biometrik, ada pesan "" ups ada kesalahan""",2024-10-24 04:47:02
Google Play,Pengguna Google,Susah banget mau masuk ke aplikasinya,2024-10-24 04:43:04
Google Play,Pengguna Google,Kok engga bisa di buka,2024-10-24 04:42:38
Google Play,Pengguna Google,Tdk bisa masuk,2024-10-24 04:39:32
Google Play,Pengguna Google,Ko keluar terus ya,2024-10-24 04:36:20
Google Play,Pengguna Google,Aplikasi suka keluar sendiri.. mohon di perbaiki,2024-10-24 04:28:40
Google Play,Pengguna Google,"Gak bisa dibuka pas masuk langsung mental keluar, udah di reset tapi masih aja",2024-10-24 04:02:33
Google Play,Pengguna Google,Mantap,2024-10-24 03:52:37
Google Play,Pengguna Google,Banyak fiturnya,2024-10-24 03:49:31
Google Play,Pengguna Google,Setelah update aplikasi sering nutup dengan sendirinya,2024-10-24 03:23:03
Google Play,Pengguna Google,"Setelah update malah gak bisa masuk ke aplikasi, setelah masuk ID dan password langsung tertutup",2024-10-24 03:22:16
Google Play,Pengguna Google,"Ini gimana , MBCA & My BCA Force Close semua ... ada apa udah 2 hari , dateng ke Cabang di bilang emang lagi gangguan ... lah ko gini amattt",2024-10-24 03:16:45
Google Play,Pengguna Google,"Setelah di update force close, suruh di matikan Taklback dan assisten masih force close",2024-10-24 02:47:23
Google Play,Pengguna Google,"Pindah ke MYBCA gara2 MBCA force close Padahal pake MBCA 10th aman2 aja, ganti2 hp pun aman, baru kali ini force close. Unisntall trus instal lagi sama aja. Sekarang MYBCA jg ke update otomatis jadi force close, padahal baru pake seminggu. Coba di hp lain aman2 aja. Taik lah lama2 bug versi android 🤬🤬🤬🤬🤬🤬🤬😡yakali mau pake mbanking minjem hp anak Asw",2024-10-24 02:36:31
Google Play,Pengguna Google,Force close terooos,2024-10-24 02:35:01
Google Play,Pengguna Google,Pendaftaran cepat mudah..cs ramah semuanya the best 🙏👍,2024-10-24 02:29:15
Google Play,Pengguna Google,Versi 1.28.1 tidak dapat login di Samsung a54 Mempersulit saya. Reset aplikasi sampai install ulang tetap tidak berpengaruh,2024-10-24 02:16:01
Google Play,Pengguna Google,Setelah update malah Ga bisa dibuka setiap ketik password keluar mulu... Kecewa,2024-10-24 02:07:26
Google Play,Pengguna Google,Mudah di gunakan,2024-10-24 02:06:06
Google Play,Pengguna Google,"Setelah diupdate, setiap saya akan login aplikasinya keluar sendiri. Sudah saya install ulang tapi masih seperti itu. Sudah chat bca tapi jawabannya cek secara berkala.",2024-10-24 02:05:28
Google Play,Pengguna Google,Oke,2024-10-24 02:00:02
Google Play,Pengguna Google,Sejak update force close terus..,2024-10-24 01:55:10
Google Play,Pengguna Google,"Sudah 2 hari tidak bisa di akses, setiap login selalu FORCE CLOSED sendiri",2024-10-24 01:51:33
Google Play,Pengguna Google,Tadinya BCA salah satu bank yang akses untuk disabilitas tunanetra baru tahun ini setelah diminta update aplikasinya sudah tidak akses lagi untuk penyandang disabilitas tunanetra yang biasa menggunakan dengan pembaca layar mohon diperhatikan kembali agar aplikasinya bisa berguna untuk kami penyandang disabilitas tunanetra,2024-10-24 01:39:09
Google Play,Pengguna Google,"ini kenapa ya devlop, tadinya sudah balik normal kok sekarang kalo mau log malah keluar sendiri, force close sendiri apk nya.... ada masalah apa sih sebenernya setelah di update malah gini, selalu deh setelah update pasti gini ada aja masalahnya... tolong dong",2024-10-24 01:39:03
Google Play,Pengguna Google,Bagus dan sangat bermanfaat,2024-10-24 01:14:31
Google Play,Pengguna Google,Good,2024-10-24 01:11:54
Google Play,Pengguna Google,"wajib update aplikasi terus, buat hp yg ram penyimpanan nya kecil, sangat disayangkan :(",2024-10-24 01:05:21
Google Play,Pengguna Google,"dari bulan kemarin pas buka aplikasi gak masalah, pas di update kok habis login langsung mati aplikasinya, tolong di benerin ya..",2024-10-24 01:05:10
Google Play,Pengguna Google,Disuruh update tapi ternyata pas udah update gabisa login sekalipun hmmmm,2024-10-24 01:01:31
Google Play,Pengguna Google,Setelah update selalu force close terus. Android 13,2024-10-24 00:55:17
Google Play,Pengguna Google,"Force close. Reinstall, login, crash, force close.",2024-10-24 00:39:07
Google Play,Pengguna Google,Pripun Niki di update malah susah login Sampun ke cs cba tetep mboten saget malah bingung cs BCA ne Sampun telfon halo BCA tetep mboten saget Di update lagi wae yang mudah login nya seperti dulu,2024-10-24 00:23:52
Google Play,Pengguna Google,Sudah 2 hari tidak bisa masuk mybca.. Force close sendiri terus menerus Kenapa ya kok skg sering bermasalah,2024-10-24 00:02:19
Google Play,Pengguna Google,KAK INI KENAPA APLIKASINYA HABIS MASUKAN SANDI TIDAK BISA DIBUKAAA??? SAYA INI LAGI BUTUH MALAH APLIKASINYA EROR GINI,2024-10-24 00:02:01
Google Play,Pengguna Google,Sering keluar atau tidak mau masuk,2024-10-23 23:50:07
Google Play,Pengguna Google,"Tambahin e wallet biar lebih ok, kendala skrng sehabis di update malah force close terus. Ga bisa digunakan & solusi???",2024-10-23 23:42:23
Google Play,Pengguna Google,Setelah update gak bisa buka,2024-10-23 22:19:43
Google Play,Pengguna Google,Biometrinya enggak bisa di pakai,2024-10-23 21:38:59
Google Play,Pengguna Google,Kok gak bisa di buka,2024-10-23 21:18:41
Google Play,Pengguna Google,Kenapa jadi tiba2 tidak bisa login weh?? Tiap login pasti mental aplikasinya balik ke home screen hp. Gimana ini weh?,2024-10-23 20:28:40
Google Play,Pengguna Google,"Selama ini aman2 saja. Tapi per tanggal 22 Oktober begitu sy mau buka aplikasinya, aplikasi tab tiba2 FORCE CLOSE, berkali-kali sy buka, uninstal, restart hp, masih tetap sama. Ini fatal sih. Fatal banget. Tolonglah BCA tolong perbaiki segera. Bikin sulit nasabah kalau gini ceritanya.",2024-10-23 20:05:26
Google Play,Pengguna Google,Masih tetap tidak bisa,2024-10-23 19:05:49
Google Play,Pengguna Google,"Kenapa sekarang setelah di update mlh sering mental ya ga mau masuk ke aplikasi nya, kata sandi di masukin bukan nya masuk mlh mental keluar, tolong di perbaiki lagi",2024-10-23 18:39:29
Google Play,Pengguna Google,Lagi gak jelas bca,2024-10-23 18:21:38
Google Play,Pengguna Google,"Update versi terbaru malah gak bisa login, terpental terus, keluar dri aplikasi nya sendiri, tolong solusinya",2024-10-23 18:12:08
Google Play,Pengguna Google,"Sekarang tidak bisa membuka aplikasi myBCA, Selalu force close. Padahal kemarin-kemarin bisa.",2024-10-23 17:58:29
Google Play,Pengguna Google,Knp akun my bca saya gbsa d buka..masukin pasword g bisa masuk lgs keluar bgtu saja,2024-10-23 16:53:48
Google Play,Pengguna Google,Force close trussss. Padahal udah update. Mohon perbaiki dong. Ko kmarin enak enak aja. Nanti kalo dah bener di rating ulang deh. Blom ya. Kita udah gonta ganti jaringan lo. Wifi/data sama aja. Udah bisa. Masalah di aksebilitas memang,2024-10-23 16:12:34
Google Play,Pengguna Google,Knp gak bisa akses aplikasi??? Selalu menutup sendiri saat login...,2024-10-23 15:49:05
Google Play,Pengguna Google,Kok dalam Minggu ini update sering,2024-10-23 15:38:16
Google Play,Pengguna Google,"Setelah Update Force Close Terus, jangan update klo malah jadi rusak aplikasinya",2024-10-23 15:30:40
Google Play,Pengguna Google,Verifikasi identitas selalu gagal pdhl sudah bener semua,2024-10-23 15:14:00
Google Play,Pengguna Google,"Tidak bisa login , back terus. Internet sudah stabil",2024-10-23 15:11:59
